value,len,branch,scam_type,subtype
0x3e35e699d63b629d97bbea7c7951e9ba30bc12b3001757e31f071f4a4411e440,66,exploiting,ice_phishing,approve
0x12d0c12bef4678f5593ef079a1a55a2a29305562a057bddb0e00f19655bf0bc2,66,exploiting,ice_phishing,approve
0x879e6929e270db33df2b3930918a4edaa300b43e72d19033226d26c1c60cde3e,66,exploiting,ice_phishing,approve
0x547f9b7e687d0382c379d45533c26f5bdf5af0144e7aedc13a9cb131a754f685,66,exploiting,ice_phishing,approve
0x7877897e33ee796f4b234d7b4cb4775dfb3f129929372cc5cf006c8369f58a10,66,exploiting,ice_phishing,approve
0xffef3d4de9d8e270f8207a7c0b3309ac3c8dbcb4d8290f5ee75fa8e54c2069a8,66,exploiting,ice_phishing,approve
0x85af24af646f25fbaa03f7e7840a0de720dfa7fba6be64d8312c3d1ac998c5dc,66,exploiting,ice_phishing,approve
0x37910b9a31bf09ef5e8e303821566e3f500b44dcfbb4c1edf49fff5af11bbf71,66,exploiting,ice_phishing,approve
0x3b687c5cdaac5f404ae30e42fc9bef4e28c8a1c75be588b27eadfcaf6ba94aa7,66,exploiting,ice_phishing,approve
0xa580a50bf294ce9c70a03a78d00eb37388e466d8ae1666761fbad0affc94674b,66,exploiting,ice_phishing,approve
0xf97ce0bf682975628a2b9cd9c86bfbe27649cc09162188b64c94c36f1fef96a1,66,exploiting,ice_phishing,approve
0x3cbc607a1e6673e009e01060a5115ba2763cc4501365165a2e230ce1d7867704,66,exploiting,ice_phishing,approve
0xbddda42d9a2cb5f4964c27cd3e4e5652bbc1fd34f03103f98147f26e0604fabd,66,exploiting,ice_phishing,approve
0x4a1158bec143e31714284fc1b136d1ef0d6c80489c93c4bf82926003154f8539,66,exploiting,ice_phishing,approve
0x211a9fcea8541d085d7d414640d9883091f381ccbd5e299cb7539ff875c4bb2f,66,exploiting,ice_phishing,approve
0xab1bbb70124fb2f7bd05cdbd0289068487d905a20c4522503e171e849552afd5,66,exploiting,ice_phishing,approve
0xca6861b5312cb0ec3e7981d958c2bc7bb086e88d04ef8c5a46e144c172e3e01e,66,exploiting,ice_phishing,approve
0x5a1dd05f8a516b98a2d33904cbc7788217fe659bb7bda61156ebc3b46376c833,66,exploiting,ice_phishing,approve
0xbaf953bb535d68b26f0ef5bfbeb8e8a32813380743818bc2d7bb9a49f2742913,66,exploiting,ice_phishing,approve
0xc18ba3255b6be808f8fc2c67bc875bde5d628514c7a0d4dbe75d7e15f9998721,66,exploiting,ice_phishing,approve
0x2a380fb67ab853b1f3cdab24eda2a2e247d10beca6127e1db3e0b5bbbaa591e8,66,exploiting,ice_phishing,approve
0x5ae0b1c442a188885bae03aba74d1e33f5bb34ee16a30d0882792733d0eea5de,66,exploiting,ice_phishing,approve
0xf3bdfdd5800976ff1b64151e944f8074526c9e72cd6b1e9a69d5c351dd1c9324,66,exploiting,ice_phishing,approve
0x1cdd79ebc9866da6425c7ab2eec1bf2a094d0589b785b2026b19616e9e082c65,66,exploiting,ice_phishing,approve
0x234dde9d6f48ea1735b0962058aa029b95e0f5ac1baf0d435c996d85c8350b3a,66,exploiting,ice_phishing,approve
0xfa0b4e367e42ccd4975b81ce3443aade93d68c6c75d4b6e390d638d5fe0d1bc5,66,exploiting,ice_phishing,approve
0x0388681296d9ef650287e7992064ee01ab394d67890ab29c47e7f48130c0d061,66,exploiting,ice_phishing,approve
0x0442c54871060e6923794f19d21df4862a11c04417ac8b1e5563193e546609fd,66,exploiting,ice_phishing,approve
0xe27625bfd09d82c94d16400b1cb54dc91f5a8f44a2401e60e84bc32c9f1db93f,66,exploiting,ice_phishing,approve
0x552161bb84280ec01d7e63f691e1219be9fa74002781dbd415112110e399b2e2,66,exploiting,ice_phishing,approve
0x6f269ada965451f3a5163c72744d714f34fe2645eaeb4584b4a28b4c7ed9ea79,66,exploiting,ice_phishing,approve
0x76a3fc5cb08bc94e83678b003a9c0ae8273e0f5bd9668a445ae9378cbe8b0618,66,exploiting,ice_phishing,approve
0xc4117642d4d1007b22daaf0ac10105610a07e7601d8fd6e07dbf1f681993d775,66,exploiting,ice_phishing,approve
0x63abfd1e22733791dcf78066ee63c58af229eb9260b2656751375223f6b109a5,66,exploiting,ice_phishing,approve
0xbbbb46d429705d5fb80657f4c270dfaa60d739650fd1fa43bb67a3255b092f72,66,exploiting,ice_phishing,approve
0x9ff37d9f58f6d48444f49c89cdf1ca6eb214a823bdac52c0d340c9190b51a27c,66,exploiting,ice_phishing,approve
0xb20b3eba3de44e0ca167bfc4d676c4ab7c09105bbd940dea41ae479953782d1a,66,exploiting,ice_phishing,approve
0xebf7893780f15dd747c0cd2a7d4ba4e3a6cdcb7d99aa88a70eecac16f48d18f4,66,exploiting,ice_phishing,approve
0x8075570e9aba868f661755609c38cbf599c018a78b133a349a307f3c4f457346,66,exploiting,ice_phishing,approve
0x48001d46d97b7504c51c1e0368cf9de71f4261c6e08051d25ab5fb5c285b6391,66,exploiting,ice_phishing,approve
0xee59feb7d6562d20d0f472b86129c0642b42213bc89ab94e0f4415c46bb5431d,66,exploiting,ice_phishing,approve
0x9037897452d308747b73cb8b61d34e2c09e43b5f87a65a5f159006678953e17d,66,exploiting,ice_phishing,approve
0xe83b1e53106cb91c2003248fd31af62797f81f38d3e38016ae7f9aef7ac81fa9,66,exploiting,ice_phishing,approve
0x95bdddce5783bda47e0ea20a567c7853507eb6e6bf27d99e40c86d82d55fbcc5,66,exploiting,ice_phishing,approve
0x157f3975349e8288946edc4eb71bedf40d72d7179046b9aae3ca8ed6848f0c91,66,exploiting,ice_phishing,approve
0x5055e74a9d23777e27cac1295e7f41b3fcbf749dc3be26b9fc7d79df29a04967,66,exploiting,ice_phishing,approve
0x07805c04a276fdf282eea3ce76c75afaaf2e4f414412750b408519af21648649,66,exploiting,ice_phishing,approve
0xc3b53e651442b112be67ade8afd32438cefddf5a2d32158aa120cb9ce696752c,66,exploiting,ice_phishing,approve
0x070b1b6762f3c274330e32328ea8dff4544822bc959a7fa426f5c980d8952ac9,66,exploiting,ice_phishing,approve
0x71ca0b1c8d68f9dbd3eeaef5ab1a4e517197dd64add867bc5dc47b14ae0fa8b2,66,exploiting,ice_phishing,approve
0x4a42cfd6716a110c4ff0d49c99d3e8933ce0d1e364070eb041545f77a1d707a4,66,exploiting,ice_phishing,approve
0xf01a2d257070d904fd339f95d17791ff29344a5a37353dc0f763181b3ebdb2cb,66,exploiting,ice_phishing,approve
0xb22e3a1015cb5d8db545acc8d5544e9148453acc9d433682ceda7dbc42d76612,66,exploiting,ice_phishing,approve
0x11b648de687f999fccc68e4060d4557f5afa1e8bbfed50aa107084f3ec5d818f,66,exploiting,ice_phishing,approve
0x633f196a7e9ac7cbfe6282ab90d48248d7148532e59b96be207032f4916cb8f0,66,exploiting,ice_phishing,approve
0x1de72bb3c952eb7067fe63415fa052c63c9a80a102917474491c7ead7f5b8d92,66,exploiting,ice_phishing,approve
0x0bef38dfd78601d585bb05bc9837aa25b00d256881efeafc0be541300031dfd7,66,exploiting,ice_phishing,approve
0xdd5ad4f27f3cce8c788eb794e86fef5bf9cf2863541945a282d95daf9c2c96b3,66,exploiting,ice_phishing,approve
0x75b37e7c941254e0b0f2827c6e18a7dc462453b92ba4520d88b506359b364ab7,66,exploiting,ice_phishing,approve
0x4ccfeccef43ab1a05d1b46a92fd67dfe20c66caa16942401060f74bfe8f3e9bf,66,exploiting,ice_phishing,approve
0x2355e2f13d788a1d05cd231cadca32e2d03ca744b5dd60d39b2afbcaae6cf618,66,exploiting,ice_phishing,approve
0xfc98f7751a75d113f1232194452d12a88323ff3b45c908508587fc8c4289ee7e,66,exploiting,ice_phishing,approve
0xdbe21cb7d1487de1c7e7b642362abe4a0bcfe2d8c8a2fcbec19b15c2c45f6e32,66,exploiting,ice_phishing,approve
0x82b34cf51f5d47f98bbd3d860f7e6165ed52549c4cc8ed2f3395b01d43439544,66,exploiting,ice_phishing,approve
0x40b56e431a5f80f164fb888cd31e729e60bce8abafb4effb2d86847d9844ff9e,66,exploiting,ice_phishing,approve
0x3577581d0ce019a4ad76f0b053e6f03bb53fc8344e8b1373144b475dab589e51,66,exploiting,ice_phishing,approve
0x6e39f2deb2567570e2dd0415a4267e421e0251e4b9bc2681abcc7c6e4c887f0a,66,exploiting,ice_phishing,approve
0x8d8c3bb8ced77158ae389c0d56e44fbc139a2e298a3510e894c9aaa13496e298,66,exploiting,ice_phishing,approve
0xba44712416a46e3d0c2953ab93196d0c0c4445b3c37552e12e89ce3f3aa1acbd,66,exploiting,ice_phishing,approve
0x299bdbe9f77b178defc082862d0f2d73b8921f12b703e2a14ce9fced53611bcc,66,exploiting,ice_phishing,approve
0x5896611dca5d321bf075eeaa5717cb0824841c2661b3f5d20089a6c576c27b1c,66,exploiting,ice_phishing,approve
0xa5f768e1e173fa1b8bed1a5eaf9b51e70ff70a6c846d428db0bd8e1f0ac75c61,66,exploiting,ice_phishing,approve
0x61278fc5ab78e2dc82c3fa3891358947f2ba301f382d84454bd5d873625f7577,66,exploiting,ice_phishing,approve
0x3ac418d886b9d049d5aecc0b94a6822fddb7782c8cc5db0d94fbe17162500e11,66,exploiting,ice_phishing,approve
0xeefd3de40da0d8b2417a62e3857c2189c7357ba5f4b80b8f86bc17381ab95315,66,exploiting,ice_phishing,approve
0x43c2b94c736f9aaa0e98570448a1ca85fd35e58fd72d8d971e5894e51421126f,66,exploiting,ice_phishing,approve
0xeb60ae25180de69c76c27cfdf2fc6f134b91aeee2a17f10b7a26a273fcad1c0b,66,exploiting,ice_phishing,approve
0xcc01121e9e04d814715e8b5799d1f8a4ce254d234f8d6da9ea78dcec4559de9b,66,exploiting,ice_phishing,approve
0xfec55790fe3193621b73b7ee5e277bd735fa30acd739f70aeb10bc0092549253,66,exploiting,ice_phishing,approve
0x559c07667429ba1ae94e873419c5ef21d68f7b9cec845124a375fbfba8b59f87,66,exploiting,ice_phishing,approve
0xf44f6cfc91af6d44f32c8da613bea8c7928d660b80aaf722e53fd6f229ed3858,66,exploiting,ice_phishing,approve
0x1fdee3b15c1eb62493efecb0d681e8be83bb56f52238ddcb6101777f450dd8fa,66,exploiting,ice_phishing,approve
0x7fd8b7fc93388ecb9faac94830be967b00968717e8fb0d91203558faaf6cef4d,66,exploiting,ice_phishing,approve
0x8e72ff1c9a80996ef10e028a3acb0bf292c09a96123a0f005339c7251c966584,66,exploiting,ice_phishing,approve
0xdc1a6c4030ffaa7f37dac6d31199ce31eb3dfa16970ab43d5a2d8e05e5a7ba5a,66,exploiting,ice_phishing,approve
0x9f139481f094ca0123277cf391a7621acd0cde72ddb01b4a073f8706e20c57f4,66,exploiting,ice_phishing,approve
0x7ea264288ff87c7971017e517aba7ff62334b570005a50bc36f57ac1dc608085,66,exploiting,ice_phishing,approve
0xd9c1ce4f31a32670a6788bd7047596a1be542759f4478a35b65782ddbefa74ce,66,exploiting,ice_phishing,approve
0x73e3c9e946d70d46d540f9e2d1133b4cc5a2b5a423754ece62082c780e683b7a,66,exploiting,ice_phishing,approve
0x9af181797c44e95901a385e33db0cb4269d592d3694c04c1c320168eb0eca749,66,exploiting,ice_phishing,approve
0x8cb6ec54fa923ff54f329030a301d5b47f05718e3e23f511860d2693744cf7a5,66,exploiting,ice_phishing,approve
0x59abbdcee4581ed6cd22b48af467999c03e89abf4ae3ca728203310f1a2bd353,66,exploiting,ice_phishing,approve
0xb0456340411ca3b6a845bc5b4bcbff52412781d86e8f03dddc823e25d867e98b,66,exploiting,ice_phishing,approve
0xbb85fca94bc966b70f47848bdafb787b05448cf8798267c79565a41ab01032ea,66,exploiting,ice_phishing,approve
0x04686db82ba37d19ca678e7041c509e2b2c26eeb4eb979293ada5eb37848c529,66,exploiting,ice_phishing,approve
0xf2a0f640741ef7d2e91b245323b4ac899f78f527c8dcb157401f21788d0539e3,66,exploiting,ice_phishing,approve
0x5e54ab4042cd36d3d2a74867b88185f5a1442593e7e2990c21e4d1b73782ec48,66,exploiting,ice_phishing,approve
0xb9b1d3c1bca78b3b01a69b3d7026ae43ab5ecc584ed0f9212e838705a9888e9f,66,exploiting,ice_phishing,approve
0xa1d204b16f4a95a712fc71a1a20dbc23493fb3caf76156b15eaee600097584cc,66,exploiting,ice_phishing,approve
0x272a272a74c41c7d9bee6efdf3f44acf90f2ec07217b1117681451cbee28eebd,66,exploiting,ice_phishing,approve
0xc0b549e2e1b165f2a7535979ee6a5400409398c12252aa26b8a5c824285531ec,66,exploiting,ice_phishing,approve
0x91f5cf882346decb47fe5cf47f51ac3917ec11402e88c144448db30a6fbfd7fd,66,exploiting,ice_phishing,approve
0x2b133e00fc2300d44ccbb96b4799c2b71f7f35ee5c8a056826b9ee12dae19ec1,66,exploiting,ice_phishing,approve
0x50c62e9a8392f243c212dbbc2af8f0700b2eb17682d9b17dd4603d4f6731a3ac,66,exploiting,ice_phishing,approve
0x724d6de4e1475149cc2046316a78a624137be76a1a30ef3cb369b914a5199f51,66,exploiting,ice_phishing,approve
0xea68d6e75637077520526509b8496901083368767022b21384a78351de6f00af,66,exploiting,ice_phishing,approve
0x08ede86350f1e529c8fbd5affbf8c2b006fc67945f0f3aa29b07f730415a8174,66,exploiting,ice_phishing,approve
0xd5f2969cecaeccf5511dac4e7f04e2a091ae22c67ec2173849fac1ff34df83d3,66,exploiting,ice_phishing,approve
0x7f7c58e1d7ad9ebbcbbfc4e99650a07f298407adfc2ae174912ad21f983e87d8,66,exploiting,ice_phishing,approve
0xe475782ce20d15459b5859960442603e8b05bc2cce9b70636e7616bf52dd2b8f,66,exploiting,ice_phishing,approve
0xa98342d6de063e525b89d8abb8e927e6bdcc82e2fa34e7e24372cb6e0582c642,66,exploiting,ice_phishing,approve
0x3cb2e881c8b2fca57d99d46a3cef5c3cda70c6e58d2f771c366c8378997ca3be,66,exploiting,ice_phishing,approve
0x2b9f8fde640f0c11d6ec386f6d3f474bfe643d2aea7ba36efdc2002cfbd1eed7,66,exploiting,ice_phishing,approve
0xa4aa532ea70fd6c7b7fb4c9e6b916be193d0ada51834253bee035680ed35b125,66,exploiting,ice_phishing,approve
0xaa1b879fa3d13b774265c6c72808765ffe6a09be3b35eb48cd9155766601b01d,66,exploiting,ice_phishing,approve
0x14c5232798fdf4b2b8fdf2377c8ac2aa68080873f415b34ef31407217b1dbcdd,66,exploiting,ice_phishing,approve
0xc053e19ed3296e1e4544bda04fd5b81e4a1efd6f67b040cca9c2954c0950f4ce,66,exploiting,ice_phishing,approve
0x7936873c7c93fe8c712e34e65a2b57fc1c45839e6de1b4bcbb5ab9d2842fc968,66,exploiting,ice_phishing,approve
0x0d35fbcb6381b5cc212febad599e387261640bf6193ed67c64c0095bc83ea655,66,exploiting,ice_phishing,approve
0x7830227fda202a2d63eef55a18d3a6d18233235ff4f077861101e6bc7ef713c7,66,exploiting,ice_phishing,approve
0xef967606f799d618b9d7b50c84ae17debd5b49d7fb14397286d55c004c009a9f,66,exploiting,ice_phishing,approve
0x5658a7f2b85195d220d688481d6bb49bc7b85cc707639ecbb6a6d23eb20cf9b1,66,exploiting,ice_phishing,approve
0x58d61eb8205ba9be392ea2c4a55adc489fe2f252d7fe8c6f7361ba798d59c10c,66,exploiting,ice_phishing,approve
0x7a08ed83428b39cb2b8c41fcfd2e9293e625b5ec22f0ddf0af0ed6c9db18e3d9,66,exploiting,ice_phishing,approve
0x197dc5748bbd8ed925e2331c01d4c8c79e8c724068328650abdb4382ddd50ae2,66,exploiting,ice_phishing,approve
0xfc240bcbb1f1e3cafaad25d6df2013083c586ca9a01e52c09f360ee9a5b3beb8,66,exploiting,ice_phishing,approve
0x1f3ace29c79d03bb8a55f6772ee91d9d3e9b13cc4a405cfcee79a307cd468275,66,exploiting,ice_phishing,approve
0x9b1a6eb6e3d4f107a4359af25cd4f1a4e98e7912d2b38d0db076662f5ea9a253,66,exploiting,ice_phishing,approve
0x93605ccab7f78cc9325712e4771cf99338d2b5abf3800f38f3da05db6afd01e0,66,exploiting,ice_phishing,approve
0x2c42e196010abd2621f21f1e6f39b27a96d7dfcaa129887e94291cb118271a4d,66,exploiting,ice_phishing,approve
0x96448e767103ab22c41d5b9f8324345171ce884bdf8559d82c0a34e140acfb24,66,exploiting,ice_phishing,approve
0xf3078c11a75590a7e521f9bf4c6c9b79ba781772ffdac89b6494e0e6ab18f04c,66,exploiting,ice_phishing,approve
0xb98c490d444b357f4b209e3480fe688ae3bfeda644bcad6bb9c49dcd480b4fc5,66,exploiting,ice_phishing,approve
0x01df0a8b0af3d2344887e666bed4c33ec355441dfb87359d96613d0c88af024a,66,exploiting,ice_phishing,approve
0x0537d676ebfbc5454d4754a9796b892c3e3f30dccb71770af4146a29904f83ee,66,exploiting,ice_phishing,approve
0xdc58e1b9bd637b81fd76c1a38f16d493288b33d720d083de3923853ca96fadd7,66,exploiting,ice_phishing,approve
0x5c4d5cc0ac6e1b485455e101e720440e8bcdf74d1e407ae3bbe942a29ec1bf8d,66,exploiting,ice_phishing,approve
0xb5412a567ac60380635f3b464b7c6a42504108d92efa445b0701c374c456b07a,66,exploiting,ice_phishing,approve
0x0adb76b38944ecfda785ce9016264cde7711f14d5fa31e7f52ff6d7ad05176cb,66,exploiting,ice_phishing,approve
0xc3b3e235ae55426d0ccfd8b00a87611cab99c3a3b5b71fd911e3c0474a054984,66,exploiting,ice_phishing,approve
0x684f62f592fefdb645c9ab0d7f515a557bb6486027e9bc9283209c550ba6fa9c,66,exploiting,ice_phishing,approve
0xdac6dddc4042036f37f1863b43443ea07cd6268b8d8fb421339927899d9de9e1,66,exploiting,ice_phishing,approve
0x76da1cf0e07dbd420848491f1c82b02e2c7861f697a0f50118619b221b8d4907,66,exploiting,ice_phishing,approve
0xdeea16a869fb8047f745a686d0af5ba241f9d4ac9a5a902457ea5344546c688a,66,exploiting,ice_phishing,approve
0xce32f81f3ba300a1d926dedc28b9cc28f8ebdbcd78f1fad2fad5b1acf3cbaffe,66,exploiting,ice_phishing,approve
0x43eeafedda008ba1421e55e870f425b2c2fc75868b9934ede70aafbe8099c0a0,66,exploiting,ice_phishing,approve
0x6372936b62ebff35d3106fcc5a64d4d6c693babc38ca4547799e101414993b3f,66,exploiting,ice_phishing,approve
0x0693fb880a5f6c90634ab263cf538d71bb7f94725f623e6d98e85da4c19abf2b,66,exploiting,ice_phishing,approve
0x60f3584f4c19b891f51f05b4a28da4e7be134513643559aef3062699c892b239,66,exploiting,ice_phishing,approve
0x87ffffdef97ce37396a162e44889baff923daf770531cd0359fdc80c640da09d,66,exploiting,ice_phishing,approve
0x543879cb359e71d90dd9190093c30106497af996a8e1d08dd1e5a0f48b2b6b7b,66,exploiting,ice_phishing,approve
0xa3184def8cf68ab4066ca15ce75336f7add43c5d8bbf3ad7b3604e8802338490,66,exploiting,ice_phishing,approve
0x60b49c7223c6323118702ecf06af0fd58c109e09758c0af6b835e1225d3f37d6,66,exploiting,ice_phishing,approve
0xb2a624608d5479e96cfe9c42a0aed861502c1a9a70cd1aca7abcf17f8a3c22dc,66,exploiting,ice_phishing,approve
0x482bd00066182b2cabe1dd5578f88e8fb440eb4c3c23e83e2e0baa2619232ad1,66,exploiting,ice_phishing,approve
0x521625a605fd9d8564ec2bd30540056ad49e8214995054934e8bb57c8aedea8b,66,exploiting,ice_phishing,approve
0x95c069cd968c444e9685982e3ab106309907245b7752917570697466f038e350,66,exploiting,ice_phishing,approve
0x9b322d4dc5a0a0d393563a20013b4b5d83203f8672750f99a0c973f9595fb169,66,exploiting,ice_phishing,approve
0x1fec43f0e3eb7c1eca9c143783081de44b0f6177c9e1c0b9f06aa10032ec6c2a,66,exploiting,ice_phishing,approve
0x846a9ca91a30487426d1ef98a9e13d5c25841cbaa10f34cc3c2e653807944f16,66,exploiting,ice_phishing,approve
0xca7d80b06938eabe56f324a932d105e8dfd97f162778b5547776684460122a47,66,exploiting,ice_phishing,approve
0xe009752f149c3338ebcf5e258e7424326d209d0dff15b279e1bf9e41793c0bd5,66,exploiting,ice_phishing,approve
0x85af11c882767105dacfa60aa071aeb45986ff173bd4c689952ba865d4c45b7f,66,exploiting,ice_phishing,approve
0xc1bdcf210dee5e6556bead03abeda63927f806e890d3cdd2d4b3ed052ee5db64,66,exploiting,ice_phishing,approve
0x3793d3510d0c95ff730cbf7d81d8c8833d948c8112d0ba4d970be86a2a1a697c,66,exploiting,ice_phishing,approve
0xed11dfdb6742c3fda404e970332a3fa845540b3ebbfc63ffa543e916c5e5507c,66,exploiting,ice_phishing,approve
0x21c354c6a9184706c276bd9e99e6e198220c5aeede2000d908e2f69d9b87ed28,66,exploiting,ice_phishing,approve
0x7fc9d83aa61656ff5a3b505bf2154cda67375e1e5814f7303388649ed6a9e061,66,exploiting,ice_phishing,approve
0x2ff5867a5a32bcf22af3808e329f764ea3e7494d4b395905a9834e98085c04c7,66,exploiting,ice_phishing,approve
0x0706a745ff5f45025dc6eab52bf8bba5149b1710acea92d304fe3512c3ae207c,66,exploiting,ice_phishing,approve
0x61a6d81f487594f9701148e065b82c9612138f2168c3ec076c26cf254cd1b550,66,exploiting,ice_phishing,approve
0xb5b447cc3a3c829941083c088724fcc67f11e2159959da6294a89c899fa0f497,66,exploiting,ice_phishing,approve
0x6c34fb234db598eba62364ba7eea71029d7a78289b8aae8f535a2976f4049a7d,66,exploiting,ice_phishing,approve
0x3db66dae133a2427a6e8f336a126bbe012a45f0abfa24ab2e20e1470c53e9f29,66,exploiting,ice_phishing,approve
0x1e20d3e84cf0184a596093eff96990ef20b4353c8742ecb2eab7ec6c69b82acd,66,exploiting,ice_phishing,approve
0x885862b66f137f5e9a12b94dc1f88a8a72f8efc8ca6b28714ece95bad6164086,66,exploiting,ice_phishing,approve
0xceab5a3d6fbf67c98c7baa66f162519ab97c149f85d5d89acbb7c1bf20337670,66,exploiting,ice_phishing,approve
0x4c6b67a6c8831d6ed311d6d9aa46acdbebe5b8a26004e6145ba2b56a4630b406,66,exploiting,ice_phishing,approve
0xe9fdcd5c5a6050356136cb07a0a65fc8a7b27e310e46d4e8b37359ff6f797423,66,exploiting,ice_phishing,approve
0x5e55cb39fa05e23d970fa244cc9bc450b8a8beb7f8df05b4f1307f1dfacd7b10,66,exploiting,ice_phishing,approve
0x174fd21bd7968e666d94ff63890dace8d71424419a84fac423f2560d8d25c79f,66,exploiting,ice_phishing,approve
0x6b6234112817593dae3845c3ad056d1f4af6fe155e3cd82046990b64212e0c60,66,exploiting,ice_phishing,approve
0xa8b2edfa2433a0ec267067883977fab881b02ef566d048158da7a1487f1aaa13,66,exploiting,ice_phishing,approve
0x9b550f4167d303c4b0ca5883eedfda83518bb3b59f7da67d12665d4d07b88281,66,exploiting,ice_phishing,approve
0x0205cfb3f0a98c058a3782048437902dfeaa8e2352e48db227727645db80e415,66,exploiting,ice_phishing,approve
0x3559c4f983878bfd46e0c93fc49b745d07c870a82a0b47b0e0a876fd44521d9b,66,exploiting,ice_phishing,approve
0x81a2f8519d840ec4e0444b0548bf6bc62b2f668453104bb88c05665dd7a9c576,66,exploiting,ice_phishing,approve
0x275b0011456206947e9c2a6fc1cb6fafc294eab98adfef7aff4d9f119e685fe1,66,exploiting,ice_phishing,approve
0x52afc972c50f49707062c6e3622757555ee245b90146409af2277a0e119e0cec,66,exploiting,ice_phishing,approve
0x0a8eb488fbc7d5ac978fb2cdea2f97cbb0d93cb5d528d98acabc15b7a5092ad7,66,exploiting,ice_phishing,approve
0x0719b24dfef95a5bb848d92cb999cea5dc5a6d323a503fc4beb6360b1a20bfe6,66,exploiting,ice_phishing,approve
0x7b11483fe005e8cf472798458dd4a01d3e38301b91be6e1aa8ed468954cac8c0,66,exploiting,ice_phishing,approve
0xe2fa0100804663e1550f0dbbfcebeb5797c73a52d7b8875723d0d4eba0a4a667,66,exploiting,ice_phishing,approve
0x4453c02751ff5752ce9c7c166dcbcb36af706c519e5bb1abf625a058f3a4f1e1,66,exploiting,ice_phishing,approve
0xc9c3809771e27288c6255b5c15d618cb2539da27c600faac55f435012471a4e5,66,exploiting,ice_phishing,approve
0xa458228d28a9d6caf649d0f437775e682ea3b3375589cb14000eca455f1453ef,66,exploiting,ice_phishing,approve
0x75da4b93a3609ab515f9e99e90dcd0e4567b2797ffc296a588ccf56fa3b4c007,66,exploiting,ice_phishing,approve
0x81874e0354642ed1f9626d9aaf63b6f4d7d89821de13b8478c44f01cf9122abf,66,exploiting,ice_phishing,approve
0x01c78375e7e9e5fed9197747d73464406763b8dd51bf70ab649e9ed558252c88,66,exploiting,ice_phishing,approve
0xd738425eba7c8e19bb135abc1b8b683e439c8c0098ebde01184ddb2048f8e8ba,66,exploiting,ice_phishing,approve
0xe0d68366d4c9ffcb7dbe528edbed826297510f2c5f78db0f02161c21e51de0b1,66,exploiting,ice_phishing,approve
0x5b7e2dc7af133a04632433beddc28c4da86ebd868a593fa027f0ac7e07ff7fea,66,exploiting,ice_phishing,approve
0x72f85c9acf6cb50bf81e9d7cf5464e9a9701301ae77e7d708f4925e715f088f1,66,exploiting,ice_phishing,approve
0x89d2ce4143eca9d832666e18bcc998ac0b8cf937b59a6d6ac1bcee2bbff7a99e,66,exploiting,ice_phishing,approve
0x62c97c5618ea057fb54e992a52198cd712e2a40329cc37c5999af42604435467,66,exploiting,ice_phishing,approve
0xd5f3483436ec79bf6e86b9bcf50b73db5cc938c115657e5ca0b37d3814b4e448,66,exploiting,ice_phishing,approve
0xefa347370d0e3f31205d5c9e1a2904d823005e3dd03e8cba277b04ce28043a03,66,exploiting,ice_phishing,approve
0xf7659a48da7d40bb55d16fb20c28e2bad083e15c3da846ede25722e2abcc7d04,66,exploiting,ice_phishing,approve
0xc141ca2e9c430ab06c0b2429ea9c68f663306332bdc13cdf4eb53957e24f624a,66,exploiting,ice_phishing,approve
0xb2b058f829f44c9632d00bc1ed1085a72a7ebd89e296cb01f080f6c54e0fdc53,66,exploiting,ice_phishing,approve
0x292daeb2406b6808f8ea3bd01d1c20be4cc33f9e20b84e0457af2dd9164bc38c,66,exploiting,ice_phishing,approve
0xa2bc2202b1e5bc9020ff59b7d027d9176cc8fbf3c774abc962e54647ef2c4486,66,exploiting,ice_phishing,approve
0x697cfe2ed2a40520582236ecb84db16e89b86ca36f551a86629c6aee94686a66,66,exploiting,ice_phishing,approve
0xdfc14f613f8a4e945705b814e3aeda0ccddec3af4bbf93186bc5d89c4ee4f822,66,exploiting,ice_phishing,approve
0xc3255d66730b090b594ac0c703df49e7785f332241dbc73c221d2cb9bb7c44f2,66,exploiting,ice_phishing,approve
0x451ff43d5a69e0c3af17315e2bd3a561e37662d7ef39f283787cd998d90772c9,66,exploiting,ice_phishing,approve
0xb2b296cf3f8fd33eb95ce54bdd5693446ae5a8ede3bd556685e6a8ea130dd083,66,exploiting,ice_phishing,approve
0xfc541236ae1661f65f132e73b1a78e6d7beb65ef1ac38ea3ab7ea280d8a49c4c,66,exploiting,ice_phishing,approve
0x9bec985c3c1623feba9a6c4ebf81ceb854248ab35233e451f6f90a77463e828b,66,exploiting,ice_phishing,approve
0x3778d93be1ce3b2353647286a29d56d7c07ad11a4d1eee40d6301f2212f671f0,66,exploiting,ice_phishing,approve
0x4e0aaf1cf82d10f7e5d2125952ae3aad9c8e3a4898908b9996df779eb9780ddf,66,exploiting,ice_phishing,approve
0x5b4845a79d6b5a3034d8eecac9244cf05fc82a159d868b2f1fb9d0ddc836688e,66,exploiting,ice_phishing,approve
0xb66ddfc9110c5f9c7cee9160faed85914a42a4b6817c6f0169920fbb56e9ea37,66,exploiting,ice_phishing,approve
0x6dd57d43c9dda04b69043abc7cf805585312d66e0609a273a4a56a584cda902f,66,exploiting,ice_phishing,approve
0x6b96b103f536e07e6ff4c79b2c4be86b8666186946533c9ac8a8ed25d9e2550f,66,exploiting,ice_phishing,approve
